   4.5500000e+01   5.9500000e+01
   1.1000000e+01   3.1500000e+01
   6.6500000e+01   7.6000000e+01
   1.6000000e+01   4.4000000e+01
   7.1000000e+01   5.3500000e+01
   4.1500000e+01   7.9000000e+01
   1.1000000e+01   4.2500000e+01
   1.2000000e+01   7.5000000e+01
   1.3500000e+01   4.3000000e+01
   7.7500000e+01   7.1000000e+01
   4.2500000e+01   1.2500000e+01
   5.1000000e+01   1.0000000e+01
   3.6000000e+01   1.2000000e+01
   7.6000000e+01   7.0500000e+01
   1.9500000e+01   3.6000000e+01
   1.1000000e+01   5.6000000e+01
   1.8500000e+01   4.2500000e+01
   7.1500000e+01   6.4500000e+01
   4.4500000e+01   1.0500000e+01
   5.4000000e+01   1.6000000e+01
   3.3000000e+01   1.6500000e+01
   7.3500000e+01   7.8500000e+01
   1.1500000e+01   3.2000000e+01
   1.3000000e+01   5.1500000e+01
   1.2000000e+01   4.9500000e+01
   7.0000000e+01   6.6000000e+01
   4.1000000e+01   1.5000000e+01
   5.9000000e+01   1.9000000e+01
   3.6500000e+01   1.4500000e+01
   6.6000000e+01   7.1500000e+01
   1.2000000e+01   3.3500000e+01
   1.9500000e+01   5.4500000e+01
   1.9500000e+01   4.0000000e+01
   7.1500000e+01   7.6000000e+01
   4.1500000e+01   1.1500000e+01
   5.2500000e+01   1.9500000e+01
   3.5000000e+01   1.9500000e+01
   7.8500000e+01   7.3500000e+01
   1.2000000e+01   3.1500000e+01
   1.6000000e+01   5.0500000e+01
   1.6500000e+01   4.3000000e+01
   7.6500000e+01   7.3500000e+01
   4.4000000e+01   1.0500000e+01
   5.9000000e+01   1.7500000e+01
   3.4500000e+01   1.0000000e+01
   7.7500000e+01   6.6500000e+01
   1.5500000e+01   3.1000000e+01
   1.7000000e+01   5.0500000e+01
   1.1500000e+01   4.2000000e+01
   7.5500000e+01   7.8500000e+01
   4.6500000e+01   1.8500000e+01
   7.5500000e+01   5.8500000e+01
   1.6500000e+01   3.8500000e+01
   1.6500000e+01   5.5500000e+01
   1.8500000e+01   3.7000000e+01
   4.0000000e+01   3.7000000e+01
   6.4500000e+01   7.1500000e+01
   7.9000000e+01   7.1500000e+01
   4.3000000e+01   5.5500000e+01
   1.2000000e+01   5.4000000e+01
   7.6000000e+01   3.2500000e+01
   7.1000000e+01   5.5500000e+01
   7.8500000e+01   7.6000000e+01
   4.0000000e+01   7.5000000e+01
   7.7500000e+01   3.3000000e+01
   1.4500000e+01   5.8000000e+01
   7.0000000e+01   3.7000000e+01
   7.3000000e+01   5.6000000e+01
   5.6500000e+01   3.1000000e+01
   4.1000000e+01   5.7000000e+01
   4.9500000e+01   3.3000000e+01
   6.6500000e+01   6.4500000e+01
   6.4500000e+01   3.9000000e+01
   7.6000000e+01   7.3000000e+01
   1.7000000e+01   5.3500000e+01
   4.1000000e+01   3.3500000e+01
   1.9500000e+01   5.2500000e+01
   1.0000000e+01   3.5500000e+01
   7.8000000e+01   3.5000000e+01
   1.8500000e+01   6.6500000e+01
